Label,Claim
0,No Sanction for BBC’s Carol Kirkwood Over ‘Cold as F*ck’ Weather Forecast
1,Is This Image of Obama With a Fly Near His Lip Real?
1,Did a Vermont Woman Post a Joke About Trump 'Bringing Back Slavery'?
1,Photo: Man Standing on Large Pile of Bison Skulls
0,Did Debby Ryan Have a Heart Attack?
0,“Biden flashed the white power sign while a black man was asking him a question.”
0,"Says Alexandria Ocasio-Cortez said, ""We need to repeal Daylight Savings Time as a primary measure to decrease the rate of climate change. Less hours of sun shine equal less heat hitting Earth’s surface."""
0,Did a Walmart Customer Find a Dead Baby in a Discount DVD Bin?
1,"""The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons."""
0,"Leonardo DiCaprio Cast as MLK in New Film, Will Wear Blackface?"
0,Mexico-Guatemala Border Wall
1,"Democrats have ""lost more than 900 state legislators"" since Barack Obama has been president."
0,Did Scientists Recreate a Tyrannosaurus Rex Embryo from Chicken DNA?
0,Is Trump's Health Deteriorating as White House Pressures Mount?
1,Trump Tower Name Changed to 'Dump Tower' In Google Maps
1,Ronald Reagan on AK-47s
1,Did These Celebrities Say They Would Leave the US If George W. Bush Won the 2000 Presidential Election?
1,Does Video Show Andy Serkis Reading from 'Lord of the Rings' as Gollum?
1,Were Some Voters' Absentee Ballots Returned as 'Undeliverable'?
1,Joan Miro Painting Sold for $37 Million
1,"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law."""
0,"Says law enforcement officials alerted the public to check the caps of bottled water for tampering because someone is injecting poison into them, and that a ""few people already died in the Richmond area"" as a result."
1,Is Trump’s Face Hidden in These Baboon Feces?
1,Did Joe Biden Mention His 'Hairy Legs' In Public Remarks?
1,Says he would be first CPA to serve as Texas comptroller.
1,Can Losing Fingerprints Be a Side Effect of Chemotherapy?
0,Did Donald Trump Tweet About Daughter Tiffany's 'Skintight' Dress?
0,Did a Man Injure Himself by Setting the Nike Shoes He Was Wearing on Fire?
0,"Fisherman Captures 3,000-Pound Great White Shark in Great Lakes?"
1,Was George Floyd Statue in NYC Defaced With White Nationalist Symbol?
0,Is This the First Caravan Member to Be Granted Asylum in the United States?
0,Did President Trump Experience Diarrhea on a Golf Course?
1,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago."""
1,"""On average, one person dies by suicide every 22 hours in West Virginia."""
1,What We Know About the Cancer-Detecting Blood Test
1,"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year."""
0,Is This Photograph of a Zippered Tongue Real?
0,Brock Turner Beaten with Sex Toys by Flash Mob
0,Did the Annabelle Doll Escape from the Warren Museum?
0,Was Putin Pictured Taking a Lollipop from a Child?
0,Is This Pope Francis Dancing Merengue?
0,Does This Video Show a Plane Landing Safely After Losing a Wing?
1,Says that the new financial services law requires 358 regulatory filings.
0,Morton County Sheriff Kyle Kirchmeier's Twitter Account
1,Was a 'Tower of Babel' Burned to the Ground in Russia?
1,AriZona Sweet Tea Label
0,Are Door-to-Door Booksellers Actually Sex Traffickers?
0,Did the White House Cancel the 2017 Easter Egg Roll?
0,Is Ice Water Dangerous for Dogs?
0,Did Henry Kissinger Advocate 'Forcible Vaccinations'?
1,"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6."""
1,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines."
1,"""If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks."""
0,Michelle Obama Scrubbed Hillary Clinton from Her Twitter Accounts
1,Did the Obama Administration Place Immigrant Children With Human Traffickers?
0,Did Colin Kaepernick Say He Would Stand for the National Anthem If Signed by an NFL Team?
1,Did a Topless Woman Appear in Disney's 'The Rescuers'?
0,Did Alexandria Ocasio-Cortez Propose a Nationwide Motorcycle Ban?
1,Who is Eligible for the Expanded Child Tax Credit?
0,Does This X-Ray Show a Snake Inside a Woman's Body?
1,Did a Nazi Leader Say Convincing People to Support War is 'Simple'?
0,Are 132K Ballots in Georgia Likely Ineligible?
0,OUTDATED: Kirk Douglas Death Hoax
1,Did US Energy Secretary Say Gas Crisis ‘Would Not’ Affect Electric Car Drivers?
1,"""If you are a federally licensed gun dealer and your license is revoked because you've engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks."""
1,Did a Landlord Get Revenge on Tenants Who Destroyed a Home?
1,Did US Life Expectancy in 2020 See Biggest Decline Since WWII?
1,"Says Sen. Rand Paul’s 2011 budget ""included a big cut in the CDC."""
1,"""Our rainy day fund has gone from 89 cents to $240 million."""
1,"""Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year."""
1,"""It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity."""
0,Is this Donald Trump Sitting with Liberace?
0,Does a Photo Show Paris Hilton in a 'Stop Being Poor' Shirt?
1,"""There was no requirement to put in affordable housing."""
0,Did Outback Steakhouse Announce They Are Banning Supporters of President Donald Trump?
0,Protests Seek to #EndFathersDay?
1,"President Barack Obama ""had the legal authority"" to strike Syria without a vote from Congress."
1,Did This Crow Ride on the Back of an Eagle?
1,Did Fauci Lower His Mask at a Baseball Game?
0,Woman Arrested for Training Squirrels to Attack Her Ex-Boyfriend?
0,Are 9.7M Votes for Trump Missing in California?
1,Says Republican U.S. Sen. Ron Johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”
0,FALSE: Lifetime Passes for Free Fast Food
0,Did Coca-Cola Run 'Coke Ist Es' Ads in Nazi Germany?
1,"""The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios."""
0,Are Police Arresting Voters with Outstanding Warrants at Polling Places?
0,“COVID literally stands for Chinese Originated Viral Infectious Disease.”
1,Are 'Murder Hornets' Really This Size?
1,Did a Football Coach Say 'Act Like You've Been There Before'?
0,Will Flashing Headlights Change a Traffic Signal?
1,Michelle Fields on Social Security
1,"New York is ""leading the nation with the lowest imprisonment rate of any large state”"
1,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident."""
0,"Did Trump Write 'Joe, You Know I Won' in Letter to Biden?"
0,Did Biden Say He Grew Up in Section 8 Housing?
0,Does Nutella Contain a Known Carcinogen?
1,Was Ronald McDonald Carried Off Into Police Custody?
0,Was a Homeless Couple Found Living in a Walmart Attic?
0,Did Rockstar Games Confirm Samuel Hyde Was 'GTA VI' Leaker?
0,"Did Hillary Clinton Say That If Trump Won, 'We're All Going to Hang from Nooses'?"
1,"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies."""
0,A CNN video shows “HAMMER / Scorecard Voter Software Fraud in Real Time”
1,Does Planned Parenthood Perform Mammograms?
1,Is a Wisconsin Company Offering to Microchip its Employees?
1,"""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, he went on to say he doesn't trust Donald Trump with the nuclear codes."""
1,"""Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies."""
0,Did 'The Simpsons' Predict a Donald Trump Presidency?
0,“System 'Glitch' ... In Wisconsin - Reversal of Swapped Votes Removes Lead from Joe Biden.”
1,Could Cipro and Other Fluoroquinolone Antibiotics Cause Irreversible Tendon Damage?
1,Protester Screams in NYPD Cop's Face
1,"""No court has held (Deferred Action for Childhood Arrivals) unconstitutional."""
1,Michigan Threatens Beavers Over Dams?
1,Says Mitt Romney flip-flopped on abortion.
1,Texas' public high school graduation rate is at 90% overall.
1,Did Lionel Messi Officially Sign for Paris Saint-Germain?
1,Says he's signed a pledge not to raise taxes four times.
1,"""I’ve given the religious schools in my budget more money than ever before in history."""
1,Is This a Real Video of Octopus Aggression?
1,"The Biden administration ""published a study concluding 4 (of) 5 new cars on the road by 2050 will still require liquid fuels."""
1,"Says county parties representing more than half the state’s Republican voters approved resolutions ""demanding changes"" in Texas House leadership."
0,Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect the Flag'?
1,"Yes, Photo Shows Flamingos in Zoo Bathroom During Hurricane Andrew"
0,"Mother Admits to Affair, Pregnancy by 15-Year-Old Son"
1,Is This a Photo of the Mangbetu Tribe That Practiced Head Elongation?
0,Are Video Game Controllers Made from Dogs' Noses?
1,Is This a Flyer for an 'End the Lockdown Rally'?
0,Does This List Show 'The News System is Rigged'?
1,Is Tesla Hiring Someone to Handle Complaints Tweeted at Elon Musk?
0,Does AARP Support the Democratic Party?
1,"Yes, Macaroni and Cheese-Flavored Ice Cream Exists"
0,Was Cocaine on Volodymyr Zelenskyy's Desk During Video Chat With Elon Musk?
1,Can Some Turtles Breathe Through Their Butts?
1,Does Donald Trump Have Fake 'Time' Magazine Covers Displayed at His Resorts?
0,Waste Management to Offer Dead Body Pickup Service in Response to Proposed Health Care Changes?
0,Is an Experimental Nazi Missile Aimed at the U.S.?
0,"Pope Francis Shocks World, Endorses Hillary Clinton for President"
1,"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years."
0,Did Fox News Journalist Chris Wallace Tweet Insults at Donald Trump?
0,"No, This Video Doesn't Show 2 Helicopters Escorting a UFO"
0,Was Dr. Phil's Divorce Settlement 'Finally Revealed' as $1M?
1,New Castle County's unemployment rate has not almost doubled in the last two years.
1,Did 1 in 800 North Dakotans Die from COVID-19 by December 2020?
1,"Mental health provisions related to mass shootings ""got over 90 votes in the Senate."""
1,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram."""
0,Did Cher Have Ribs Removed To Make Her Waist Smaller?
0,Did Ukraine Donate More Than Any Country to the Clinton Foundation?
0,Did Female Lawmakers Unveil a Bill Governing 'Unused Semen'?
1,"""Mark Harris has said he would abolish the Department of Education."""
0,Did the Woman Behind Aunt Jemima Die a Millionaire?
0,"Quotes Winston Churchill as saying, ""When Muslims are the minority they are concerned with minority rights, when they are in the majority there are no minority rights."""
1,"House Bill 991 ""could lead to the opening of as many as 2,000 new liquor stores."""
1,Was George Floyd's Girlfriend Daunte Wright's Teacher?
0,Body of a Waitress Pulled from the Clintons' Burned-out Guest House?
1,"""90% of Americans want national background checks that close loopholes."""
1,Did Alabama Mayor Mark Chambers Call for Killing LGBTQ People?
1,"""Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes."""
1,Can PlayStation and Xbox Players Get Refunds for Cyberpunk 2077?
0,The Pizzagate Survivor
1,Is This Car Really in Space?
0,"Anti-Trump Protesters Bused Into Austin, Chicago"
1,"Only ""18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city."""
1,Did André the Giant Play Bigfoot on TV?
1,"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever."""
0,Is This Really Bill Clinton in the Nude?
0,Was Sasha Obama Expelled from School After Going on an Anti-White Rant?
0,The Origins of Tipping
1,"""He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps."""
0,"FALSE: Pope Francis Shocks World, Endorses Donald Trump for President"
0,Teen Dies After 60 Minute Challenge?
1,"Did a Car Plow Into Taco Bell Employees in Waldorf, MD?"
0,Are Gasoline Prices Over $6.00 per Gallon in California?
