Label,Claim
0,"""Congressman Nye voted against a bill which would have defunded the $5-10 billion"" the IRS needed to implement health care legislation."
0,"Some city of Atlanta employees ""have not had raises in eight years."""
0,"“In Wisconsin, we have 50% of the population paying 50%, 60%, 70%, sometimes 80% for their housing.”"
0,The Clintons killed Ken Starr.
0,Did the President of Finland Post a Video Response to His White House Visit?
1,"The last time Republican U.S. Senate candidates ""beat more than two (incumbents) was 1980."""
0,"""I don't have lobbyists running my campaign."""
0,Did Ben Shapiro Tweet About a 'Hot' and 'Beautiful' Sister?
1,"""We know that every 85 visitors create one Florida job."""
0,Says Joe Biden “tried to cut Social Security and Medicare for decades. … Now Biden’s promising your benefits to illegal immigrants.”
1,California Pastor Praises Orlando Massacre
1,"""Already, a prototype driverless car has traveled more than 300,000 miles in the crowded maze of California streets without a single accident."""
0,'Rudy Giuliani' Banned From Twitter for Pizzagate Tweets
1,Did Trump Brag That He 'Made Juneteenth Very Famous'?
0,"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”"
0,Did Bill Clinton Hold Up LAX Air Traffic for a Haircut?
0,Was Pittsburgh Synagogue Shooting Victim Rose Mallinger a Holocaust Survivor?
0,Did Pfizer's Vice President 'Blow the Whistle' on Gardasil?
0,Did a Biology Student Cross a Marijuana Plant with Strawberries?
0,Are Donald Trump’s “Make America Great Again” Caps Made in China?
1,"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers."""
0,Is Amazon Bankrupting the United States Postal Service?
1,"Image claims to show a list of ""Republican members of Congress whose PPP loans were forgiven."""
0,"""Rick Scott's company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating."""
0,"Says challenger Dominic Chavez is a ""Rick Perry Republican"" lobbyist."
0,"No, Congress Didn't Permanently End Daylight Saving Time in Early 2022"
0,Is SF Changing the Name of a School Because Lincoln Didn't Show 'Black Lives Matter'?
1,"South Carolina has ""the fastest-growing economy in the Southeast."""
1,"Says she is ""entering in the most diverse class ever,"" of U.S. Representatives"
1,Does Donald Trump Have a Statue of Himself in Mar-a-Lago Office?
0,"Common Core means ""there are over 300 data elements the government is going to be collecting about your children and about you."""
0,The InterLink at T.F. Green Airport is the closest air-rail link in the country.
1,Did Madame Tussauds Dress Trump Statue in Golf Attire After Election Defeat?
0,Did Greta Thunberg Disguise Herself as Pro-Trump Rioter?
1,"Donald Trump Donated Food, Supplies to Victims of Hurricane Matthew in North Carolina"
0,The diphtheria vaccine is a “poison dart” with side effects worse than the symptoms of diphtheria.
0,"Says former Sen. Rick Santorum said, ""Sometimes pregnancy is God’s way of comforting rape victims."""
1,Did Hasbro Toys Acquire Death Row Records?
0,"A list shows over 14,000 dead people voted in Wayne County, Michigan."
0,Says this photo shows Joe Biden kissing and biting a child on the cheek.
0,"Says Wisconsin Supreme Court Justice David Prosser ""has prejudged matters that are likely to come before the court."""
0,An anti-vaccine activist documented intimidation tactics used against her the day before she was killed.
1,"Graduation rates in Buffalo’s school district, which were ""around 48 percent are now up to 64 percent"" since Say Yes Buffalo launched."
0,"""I have not insulted Donald personally."""
0,Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.
0,Did Ditching Common Core Cause a Florida School's Test Results to Improve?
0,"No, Defense Secretary Lloyd Austin Isn't Considering 'Defunding, Maybe Disbanding' US Army"
0,"Says that according to a study, under Obama’s health care initiative, ""nearly 90 percent of people"" in Wisconsin with health insurance ""will have their costs go up by more than 30 percent."""
0,"Says Dan McCready ""really admires socialism."""
0,"“We have over 100,000 children, which we’ve never had before, in serious condition, and many on ventilators” due to the coronavirus."
1,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA"""
1,"""Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children."""
0,'Best Volleyball Blocks Ever'
0,Did an Electric Bus Catch Fire on Karen Road in Kenya?
0,"Obama ""promises more taxes on small business, seniors, your life savings, your family."""
0,"Says 642,000 crimes were committed against Texans by criminal immigrants in a recent seven-year period."
0,Did U.S. President Donald Trump Declare Canadian Women the Biggest Threat After ISIS?
0,Photo shows “MAYHEM in Oregon!”
1,"""The Capitol rotunda was actually made to invite the people in and to accommodate protests."""
1,"""I went to the Olympics that was out of balance, and we got it on balance."""
0,Does a Photo Show a Trump Impeachment Rally in Toronto?
0,"""Biden wants to end Shareholder Capitalism.. that's your 401k..your pensions.. your retirement.. are you voting for that???"""
1,Were Gorillas at Bronx Zoo Filmed Engaging in a Sex Act?
0,“Fauci doesn’t trust new vaccine research as delta variant surges.”
0,Is This Man's Name Really Peter Griffin?
1,"""Eighty percent of the antibiotics in this country are fed to livestock."""
0,Was Uterus Mailed to Supreme Court? TikTok Fantasy Goes Viral
0,"""The Iranian parliament will get to say yes or no on this deal, and I think the United States Congress should have the exact same input into the process."""
0,Are CDC Guidelines for Reporting COVID-19 Deaths Artificially Inflating Numbers?
0,"Job growth in the United States is now at the ""fastest pace in this country's history."""
0,"On the new dollar coins, ""'In God We Trust' is gone!"""
1,Were Most Jobs Added in February 2021 'Waiters and Bartenders'?
0,"Says Sen. Sherrod Brown ""cast the deciding vote on the government takeover of health care."""
0,"If Jeff Bezos’ net worth reaches $1 trillion, “he could literally end world poverty and give everyone $1 billion and he will still have $91.5 billion left.”"
0,Does Michelle Obama's Mother Receive a Lifetime $160K/Year Government Pension?
1,"""From 2010 to 2017, natural gas production plummeted by nearly 70 percent in New York, but it soared almost 1,000 percent in Pennsylvania."""
0,"""The most likely triggering cause of (microcephaly)"" is the ""DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women."""
0,"Under Scott Walker, ""the Wisconsin middle class is shrinking at a faster rate than any other state in the country."""
1,John McCain on the Democratic Party
1,"Was Fucking (the Town in Austria, That Is) Renamed?"
0,"""A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide."""
0,Did Fauci Blame Mask Use for 1918 'Spanish Flu' Deaths?
0,"He’s only there for one purpose and one purpose only, and that is to run a shadow government that is gonna totally upset the new agenda."
0,FALSE: UFO Over CERN
0,Michele Bachmann: 'White People Suffered More Under Obama Than Blacks During Slavery'
0,"""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH."""
1,"Under Scott Walker, ""right now, we’re 46th in the country in terms of new businesses started."""
0,"""The states that have passed (campus carry laws) have seen enrollment drop significantly."""
1,"""Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, we've added $5.3 trillion to the debt in the 3.5 years he's been in office."""
1,"""The Providence Economic Development Partnership . . .which you [Cicilline] chaired, loaned $103,000 in taxpayer funds to one of your campaign workers. The worker never paid back the loan."""
1,Did South Carolina Legislators Pass a Bill Allowing Firing Squad Executions?
1,"""Most (immigrants) do show up in court."""
0,Amy Bruce Cancer Appeal
0,Is Disneyland Reopening for the Holidays in 2020?
0,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas."""
0,Man Loses Genitals While Assaulting Woman Thanks to 'Anti-Rape Device'
1,Did Walmart Sell Shirts That Allude to Hanging Journalists?
0,Were Oak Trees Planted at Versailles for the Purpose of Repairing Notre Dame?
0,"Says unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it’s always been that way."""
1,"""Just in the Austin MSA alone, 150 people move here every day."""
0,"Protesters ""attacked"" the group’s headquarters with ""graffiti on the sidewalk"" and ""stenciled images … smeared on the building and statue."""
0,Did This 'Minecraft' for 'Mein Kampf' Verbal Mix-Up Really Happen?
0,"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election."""
0,Media Blackout of Video Showing Muslims Chanting 'Death to America'?
0,"Did Hillary Clinton Steal $200,000 in White House Furnishings?"
